,customer_id,address,postcode,state,country,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
13787,2478,13 Tennyson Point,4370,QLD,Australia,6,2017-07-22,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Lamke,Lamke,Male,85.0,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,No,Yes,10.0
13788,2478,13 Tennyson Point,4370,QLD,Australia,6,2017-06-20,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915.0,Lamke,Lamke,Male,85.0,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,No,Yes,10.0
13789,2478,13 Tennyson Point,4370,QLD,Australia,6,2017-04-29,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42696.0,Lamke,Lamke,Male,85.0,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,No,Yes,10.0
13790,2478,13 Tennyson Point,4370,QLD,Australia,6,2017-04-27,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,34165.0,Lamke,Lamke,Male,85.0,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,No,Yes,10.0
13791,2478,13 Tennyson Point,4370,QLD,Australia,6,2017-04-04,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Lamke,Lamke,Male,85.0,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,No,Yes,10.0
13792,2479,88540 Scoville Plaza,3195,VIC,Australia,9,2017-12-28,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,Voller,Voller,Female,81.0,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,No,No,5.0
13793,2479,88540 Scoville Plaza,3195,VIC,Australia,9,2017-09-16,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Voller,Voller,Female,81.0,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,No,No,5.0
13794,2479,88540 Scoville Plaza,3195,VIC,Australia,9,2017-03-24,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Voller,Voller,Female,81.0,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,No,No,5.0
13795,2479,88540 Scoville Plaza,3195,VIC,Australia,9,2017-03-07,True,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Voller,Voller,Female,81.0,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,No,No,5.0
13796,2479,88540 Scoville Plaza,3195,VIC,Australia,9,2017-02-21,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Voller,Voller,Female,81.0,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,No,No,5.0
13797,2479,88540 Scoville Plaza,3195,VIC,Australia,9,2017-01-15,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,Voller,Voller,Female,81.0,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,No,No,5.0
13798,2480,22779 Graedel Road,4655,QLD,Australia,2,2017-11-18,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40553.0,Shevlin,Shevlin,Female,3.0,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,No,Yes,16.0
13799,2480,22779 Graedel Road,4655,QLD,Australia,2,2017-08-06,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38216.0,Shevlin,Shevlin,Female,3.0,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,No,Yes,16.0
13800,2480,22779 Graedel Road,4655,QLD,Australia,2,2017-07-04,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,41848.0,Shevlin,Shevlin,Female,3.0,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,No,Yes,16.0
13801,2480,22779 Graedel Road,4655,QLD,Australia,2,2017-06-15,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,34079.0,Shevlin,Shevlin,Female,3.0,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,No,Yes,16.0
13802,2480,22779 Graedel Road,4655,QLD,Australia,2,2017-06-12,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,36146.0,Shevlin,Shevlin,Female,3.0,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,No,Yes,16.0
13803,2481,51800 Meadow Vale Point,3023,VIC,Australia,7,2017-12-10,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Ruslin,Ruslin,Female,71.0,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,No,Yes,12.0
13804,2481,51800 Meadow Vale Point,3023,VIC,Australia,7,2017-09-30,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42458.0,Ruslin,Ruslin,Female,71.0,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,No,Yes,12.0
13805,2481,51800 Meadow Vale Point,3023,VIC,Australia,7,2017-07-25,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38859.0,Ruslin,Ruslin,Female,71.0,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,No,Yes,12.0
13806,2481,51800 Meadow Vale Point,3023,VIC,Australia,7,2017-06-23,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37220.0,Ruslin,Ruslin,Female,71.0,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,No,Yes,12.0
13807,2481,51800 Meadow Vale Point,3023,VIC,Australia,7,2017-06-02,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,40779.0,Ruslin,Ruslin,Female,71.0,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,No,Yes,12.0
13808,2481,51800 Meadow Vale Point,3023,VIC,Australia,7,2017-01-23,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37874.0,Ruslin,Ruslin,Female,71.0,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,No,Yes,12.0
13809,2481,51800 Meadow Vale Point,3023,VIC,Australia,7,2017-01-03,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458.0,Ruslin,Ruslin,Female,71.0,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,No,Yes,12.0
13810,2482,1 Trailsway Lane,2145,NSW,Australia,9,2017-05-12,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,37873.0,Siemens,Siemens,Male,95.0,1953-12-10,Pharmacist,Health,Mass Customer,No,Yes,10.0
13811,2482,1 Trailsway Lane,2145,NSW,Australia,9,2017-01-30,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0,Siemens,Siemens,Male,95.0,1953-12-10,Pharmacist,Health,Mass Customer,No,Yes,10.0
13812,2482,1 Trailsway Lane,2145,NSW,Australia,9,2017-01-21,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533.0,Siemens,Siemens,Male,95.0,1953-12-10,Pharmacist,Health,Mass Customer,No,Yes,10.0
13818,2484,0 Union Plaza,2444,NSW,Australia,7,2017-12-06,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,33549.0,Slimm,Slimm,Female,77.0,1979-10-03,Senior Quality Engineer,Property,Mass Customer,No,Yes,14.0
13819,2484,0 Union Plaza,2444,NSW,Australia,7,2017-12-03,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009.0,Slimm,Slimm,Female,77.0,1979-10-03,Senior Quality Engineer,Property,Mass Customer,No,Yes,14.0
13820,2484,0 Union Plaza,2444,NSW,Australia,7,2017-09-04,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40649.0,Slimm,Slimm,Female,77.0,1979-10-03,Senior Quality Engineer,Property,Mass Customer,No,Yes,14.0
13821,2484,0 Union Plaza,2444,NSW,Australia,7,2017-06-06,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,35160.0,Slimm,Slimm,Female,77.0,1979-10-03,Senior Quality Engineer,Property,Mass Customer,No,Yes,14.0
13822,2484,0 Union Plaza,2444,NSW,Australia,7,2017-03-05,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,34556.0,Slimm,Slimm,Female,77.0,1979-10-03,Senior Quality Engineer,Property,Mass Customer,No,Yes,14.0
13828,2486,24877 3rd Circle,2063,NSW,Australia,12,2017-05-15,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Halbord,Halbord,Female,77.0,1954-03-09,Structural Engineer,Manufacturing,Mass Customer,No,Yes,5.0
13829,2486,24877 3rd Circle,2063,NSW,Australia,12,2017-03-13,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Halbord,Halbord,Female,77.0,1954-03-09,Structural Engineer,Manufacturing,Mass Customer,No,Yes,5.0
13830,2487,34797 Londonderry Trail,3806,VIC,Australia,7,2017-09-23,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34143.0,Piggford,Piggford,Male,92.0,1978-01-13,Operator,IT,Affluent Customer,No,Yes,14.0
13831,2487,34797 Londonderry Trail,3806,VIC,Australia,7,2017-05-02,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0,Piggford,Piggford,Male,92.0,1978-01-13,Operator,IT,Affluent Customer,No,Yes,14.0
13832,2487,34797 Londonderry Trail,3806,VIC,Australia,7,2017-04-08,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,42458.0,Piggford,Piggford,Male,92.0,1978-01-13,Operator,IT,Affluent Customer,No,Yes,14.0
13833,2487,34797 Londonderry Trail,3806,VIC,Australia,7,2017-01-26,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052.0,Piggford,Piggford,Male,92.0,1978-01-13,Operator,IT,Affluent Customer,No,Yes,14.0
13834,2488,24649 Kennedy Street,2114,NSW,Australia,8,2017-12-12,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37874.0,Braunton,Braunton,Female,32.0,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,No,Yes,7.0
13835,2488,24649 Kennedy Street,2114,NSW,Australia,8,2017-09-24,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35707.0,Braunton,Braunton,Female,32.0,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,No,Yes,7.0
13836,2488,24649 Kennedy Street,2114,NSW,Australia,8,2017-07-23,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37874.0,Braunton,Braunton,Female,32.0,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,No,Yes,7.0
13837,2488,24649 Kennedy Street,2114,NSW,Australia,8,2017-06-30,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458.0,Braunton,Braunton,Female,32.0,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,No,Yes,7.0
13838,2488,24649 Kennedy Street,2114,NSW,Australia,8,2017-01-25,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Braunton,Braunton,Female,32.0,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,No,Yes,7.0
13839,2488,24649 Kennedy Street,2114,NSW,Australia,8,2017-01-01,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40336.0,Braunton,Braunton,Female,32.0,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,No,Yes,7.0
13840,2489,9 Spaight Place,2102,NSW,Australia,9,2017-11-20,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13841,2489,9 Spaight Place,2102,NSW,Australia,9,2017-08-16,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13842,2489,9 Spaight Place,2102,NSW,Australia,9,2017-07-19,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13843,2489,9 Spaight Place,2102,NSW,Australia,9,2017-04-06,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13844,2489,9 Spaight Place,2102,NSW,Australia,9,2017-03-23,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13845,2489,9 Spaight Place,2102,NSW,Australia,9,2017-03-11,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13846,2489,9 Spaight Place,2102,NSW,Australia,9,2017-02-15,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13847,2489,9 Spaight Place,2102,NSW,Australia,9,2017-01-16,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Mates,Mates,Female,42.0,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,No,15.0
13852,2491,30624 John Wall Point,3101,VIC,Australia,7,2017-09-16,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Turone,Turone,Male,74.0,1977-05-08,Clinical Specialist,Health,Mass Customer,No,No,14.0
13853,2491,30624 John Wall Point,3101,VIC,Australia,7,2017-06-24,True,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,Turone,Turone,Male,74.0,1977-05-08,Clinical Specialist,Health,Mass Customer,No,No,14.0
13854,2491,30624 John Wall Point,3101,VIC,Australia,7,2017-04-21,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Turone,Turone,Male,74.0,1977-05-08,Clinical Specialist,Health,Mass Customer,No,No,14.0
13855,2491,30624 John Wall Point,3101,VIC,Australia,7,2017-04-17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Turone,Turone,Male,74.0,1977-05-08,Clinical Specialist,Health,Mass Customer,No,No,14.0
13856,2491,30624 John Wall Point,3101,VIC,Australia,7,2017-02-19,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Turone,Turone,Male,74.0,1977-05-08,Clinical Specialist,Health,Mass Customer,No,No,14.0
13857,2492,46 Victoria Center,2770,NSW,Australia,9,2017-12-23,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13858,2492,46 Victoria Center,2770,NSW,Australia,9,2017-11-27,True,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13859,2492,46 Victoria Center,2770,NSW,Australia,9,2017-11-21,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13860,2492,46 Victoria Center,2770,NSW,Australia,9,2017-11-19,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13861,2492,46 Victoria Center,2770,NSW,Australia,9,2017-10-15,True,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13862,2492,46 Victoria Center,2770,NSW,Australia,9,2017-08-12,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13863,2492,46 Victoria Center,2770,NSW,Australia,9,2017-07-15,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13864,2492,46 Victoria Center,2770,NSW,Australia,9,2017-06-16,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13865,2492,46 Victoria Center,2770,NSW,Australia,9,2017-03-07,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13866,2492,46 Victoria Center,2770,NSW,Australia,9,2017-02-27,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Lipman,Lipman,Male,35.0,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,No,9.0
13867,2493,99 Blackbird Court,2203,NSW,Australia,11,2017-11-06,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427.0,Collum,Collum,Male,56.0,1981-08-19,Assistant Media Planner,Entertainment,Mass Customer,No,Yes,17.0
13868,2493,99 Blackbird Court,2203,NSW,Australia,11,2017-10-16,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,33879.0,Collum,Collum,Male,56.0,1981-08-19,Assistant Media Planner,Entertainment,Mass Customer,No,Yes,17.0
13869,2493,99 Blackbird Court,2203,NSW,Australia,11,2017-04-13,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220.0,Collum,Collum,Male,56.0,1981-08-19,Assistant Media Planner,Entertainment,Mass Customer,No,Yes,17.0
13870,2494,00 Rutledge Alley,2166,NSW,Australia,9,2017-09-26,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Emm,Emm,Female,98.0,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,No,16.0
13871,2494,00 Rutledge Alley,2166,NSW,Australia,9,2017-09-07,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Emm,Emm,Female,98.0,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,No,16.0
13872,2494,00 Rutledge Alley,2166,NSW,Australia,9,2017-08-04,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,Emm,Emm,Female,98.0,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,No,16.0
13873,2494,00 Rutledge Alley,2166,NSW,Australia,9,2017-06-15,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Emm,Emm,Female,98.0,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,No,16.0
13874,2494,00 Rutledge Alley,2166,NSW,Australia,9,2017-06-11,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Emm,Emm,Female,98.0,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,No,16.0
13875,2494,00 Rutledge Alley,2166,NSW,Australia,9,2017-03-20,True,Cancelled,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Emm,Emm,Female,98.0,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,No,16.0
13876,2494,00 Rutledge Alley,2166,NSW,Australia,9,2017-02-18,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Emm,Emm,Female,98.0,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,No,16.0
13877,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-11-29,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13878,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-10-25,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13879,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-10-14,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13880,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-09-30,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13881,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-09-05,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13882,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-04-06,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13883,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-03-13,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13884,2495,719 Vahlen Way,2560,NSW,Australia,8,2017-02-09,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Suero,Suero,Female,89.0,1953-11-12,Assistant Professor,IT,Affluent Customer,No,No,17.0
13885,2496,02 Declaration Lane,4551,QLD,Australia,7,2017-06-17,True,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0,Wittleton,Wittleton,Male,29.0,1980-08-26,Web Developer II,Manufacturing,Mass Customer,No,Yes,21.0
13886,2496,02 Declaration Lane,4551,QLD,Australia,7,2017-06-08,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,38693.0,Wittleton,Wittleton,Male,29.0,1980-08-26,Web Developer II,Manufacturing,Mass Customer,No,Yes,21.0
13887,2496,02 Declaration Lane,4551,QLD,Australia,7,2017-04-21,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Wittleton,Wittleton,Male,29.0,1980-08-26,Web Developer II,Manufacturing,Mass Customer,No,Yes,21.0
13888,2496,02 Declaration Lane,4551,QLD,Australia,7,2017-03-23,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,40410.0,Wittleton,Wittleton,Male,29.0,1980-08-26,Web Developer II,Manufacturing,Mass Customer,No,Yes,21.0
13889,2496,02 Declaration Lane,4551,QLD,Australia,7,2017-02-25,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0,Wittleton,Wittleton,Male,29.0,1980-08-26,Web Developer II,Manufacturing,Mass Customer,No,Yes,21.0
13890,2497,9366 Judy Alley,4171,QLD,Australia,9,2017-11-14,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Aaronsohn,Aaronsohn,Male,33.0,1969-04-05,Administrative Assistant IV,Property,Affluent Customer,No,No,12.0
13891,2497,9366 Judy Alley,4171,QLD,Australia,9,2017-04-24,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Aaronsohn,Aaronsohn,Male,33.0,1969-04-05,Administrative Assistant IV,Property,Affluent Customer,No,No,12.0
13892,2497,9366 Judy Alley,4171,QLD,Australia,9,2017-04-07,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Aaronsohn,Aaronsohn,Male,33.0,1969-04-05,Administrative Assistant IV,Property,Affluent Customer,No,No,12.0
13893,2497,9366 Judy Alley,4171,QLD,Australia,9,2017-01-04,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Aaronsohn,Aaronsohn,Male,33.0,1969-04-05,Administrative Assistant IV,Property,Affluent Customer,No,No,12.0
13894,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-12-23,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13895,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-11-17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13896,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-10-17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13897,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-09-15,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13898,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-07-16,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13899,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-06-13,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13900,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-05-28,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13901,2498,07623 Mandrake Trail,2093,NSW,Australia,11,2017-05-17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Emmatt,Emmatt,Female,70.0,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
13902,2499,050 Buell Lane,4055,QLD,Australia,7,2017-07-08,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Tschirschky,Tschirschky,Female,77.0,1973-08-30,Account Representative I,Retail,Mass Customer,No,No,14.0
13903,2499,050 Buell Lane,4055,QLD,Australia,7,2017-06-03,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Tschirschky,Tschirschky,Female,77.0,1973-08-30,Account Representative I,Retail,Mass Customer,No,No,14.0
13904,2499,050 Buell Lane,4055,QLD,Australia,7,2017-04-09,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Tschirschky,Tschirschky,Female,77.0,1973-08-30,Account Representative I,Retail,Mass Customer,No,No,14.0
13905,2500,556 Gale Road,4165,QLD,Australia,6,2017-12-07,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40336.0,Livings,Livings,Female,35.0,1957-12-18,Senior Developer,Property,High Net Worth,No,Yes,17.0
13906,2500,556 Gale Road,4165,QLD,Australia,6,2017-02-19,True,Approved,Solex,Standard,medium,medium,478.16,298.72,41047.0,Livings,Livings,Female,35.0,1957-12-18,Senior Developer,Property,High Net Worth,No,Yes,17.0
13907,2500,556 Gale Road,4165,QLD,Australia,6,2017-02-14,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,42458.0,Livings,Livings,Female,35.0,1957-12-18,Senior Developer,Property,High Net Worth,No,Yes,17.0
13908,2501,24 Helena Alley,2566,NSW,Australia,9,2017-12-12,False,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0,Meaddowcroft,Meaddowcroft,Female,80.0,1971-07-12,Actuary,Financial Services,Mass Customer,No,Yes,10.0
13909,2501,24 Helena Alley,2566,NSW,Australia,9,2017-12-08,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,35052.0,Meaddowcroft,Meaddowcroft,Female,80.0,1971-07-12,Actuary,Financial Services,Mass Customer,No,Yes,10.0
